x y
1491.8641958361313 1092.3699925436788
200.80851941285042 1189.7645169758139
1396.3634336624632 1308.1668681786357
1502.5100520630747 1089.7432506245154
591.853338207773 298.59069551306686
586.5188700282403 314.17584019477846
603.8163618850471 298.80095785894184
202.48371341012006 1201.8255122779408
591.253819874527 294.5966267497505
1408.2701787932078 1297.0244550680816
299.0843384089687 208.97835911152566
194.7336689539366 1208.7451794209426
613.6673418664535 305.808230630326
1191.2451775646537 792.5861687787824
1097.8413402799874 496.5508265035474
1092.4239847804852 489.1848248881265
312.37105958860445 210.4396864948696
1207.145614137656 818.4518890393289
1096.899045957812 513.4715046178876
595.1544474305396 306.56111440224544
291.95621498122114 200.31693205795366
1103.7018041984359 505.13567540034387
1201.420028149011 803.6460575248014
1304.5666989707743 700.2062117461522
275.83784035341097 202.15865908731737
608.9583193890419 304.56020636932686
1192.9954697976948 803.5844430839365
317.9672871729767 188.86572473422157
1295.3907563595144 704.0507108361664
89.84934385408323 386.97585009304476
93.20880868278618 396.94519097045736
1116.6883228708161 496.18390249392894
1096.6447064395181 511.7061756946024
1097.0448230921932 500.8539467092946
593.788236493234 285.86221170979115
189.10817055220386 1205.8531487460323
1303.8205946383669 711.3498202185394
111.23563912408613 405.71406244902727
1287.3192599777578 695.048956910209
295.1729570371775 191.54088852273145
1101.2168854311328 499.7449863120056
1498.2960945424552 1100.399177742755
1504.403676375393 1102.1222400684394
1108.277712792775 492.4046080761458
99.31390216901613 410.60413197411077
122.17198378766615 397.4898196345787
1514.70498165771 1114.585563819455
1303.325144002565 698.4387366155325
1401.3924216564787 1300.2500696069512
97.40586617734105 393.77110438449716
1396.5035398596142 1300.5128261833072
99.44803363379218 399.63120076819376
1379.2178808077333 1297.552427779666
1290.7887254819466 690.2400180657004
90.03762545339285 394.00952956428006
1495.1437102526363 1096.292896275225
1189.3181066323818 808.1312262556437
176.38693023716385 1189.9815791319027
210.94876784069297 1188.3611620710524
1202.0576710881392 788.2968958189207
602.8819349351319 298.7673990339286
1404.7346020902603 1301.079616830702
1504.508207725116 1099.971598883696
1307.2870667753257 688.7041754972452
1105.276346413905 505.0431831921298
1401.7500319270898 1287.4995023964925
1218.2541797987772 793.7968868871671
310.1116327278417 197.3541266527232
315.6564240177426 208.48552751654665
314.65634691975487 204.183860956725
599.4464716284608 303.8878053736962
1207.2228129571697 794.5054406810561
1212.9259765275392 804.4608536320885
1204.3436563074242 787.8799537859139
1275.419492980671 675.6552649623982
192.57644489612053 1193.8202718635382
296.102320932737 200.81074710202876
1405.9460070037383 1288.1693352532225
1295.768211429197 686.3809681571387
100.72131357202123 389.7934955340169
1394.4846061767803 1294.640881774433
1410.9831824103285 1303.8099412141557
1306.7121138274722 690.0508942517502
1496.7735369821162 1108.9196882052145
1498.4270546974292 1085.9509844834286
110.11150386039051 409.3913993332213
1501.9953185214974 1108.2811237369021
183.0834237780558 1192.3475284198346
205.8106236135325 1205.6209105703501
199.31668292095273 1201.2643180427285
